87,3.4399998,0.5288696,-0.4335327,0.71099854
88,3.48,0.4076538,-0.4840088,0.70843506
89,3.52,0.38116455,-0.51660156,0.7322998
90,3.56,0.19787598,-0.50268555,0.67401123
91,3.6,0.17834473,-0.5616455,0.6699219
92,3.6399999,0.20379639,-0.57470703,0.65753174
93,3.6799998,0.23730469,-0.6171875,0.7111206
94,3.72,0.15045166,-0.57281494,0.67596436
95,3.76,0.12432861,-0.5153198,0.62286377
96,3.8,0.17797852,-0.9043579,0.72229004
97,3.84,0.20007324,-0.66656494,0.7023926
98,3.8799999,0.22229004,-0.7515869,0.7272949
99,3.9199998,0.14019775,-0.7519531,0.71868896
100,3.9599998,0.1564331,-0.7598877,0.6948242
101,4,0.20349121,-0.741333,0.7373657
102,4.04,0.15222168,-0.75927734,0.692749
103,4.08,0.12860107,-0.79467773,0.70269775
104,4.12,0.12536621,-0.8027344,0.6893921
105,4.16,0.08538818,-0.80029297,0.68292236
106,4.2,0.038208008,-0.78619385,0.6861572
107,4.24,0.09631348,-0.7966919,0.66363525
108,4.2799997,0.11834717,-0.80041504,0.66674805
109,4.3199997,0.072265625,-0.7941284,0.68573
110,4.36,0.07232666,-0.8110962,0.6868286
111,4.4,0.09429932,-0.8015747,0.6703491
112,4.44,0.11621094,-0.80688477,0.6732788
113,4.48,0.122802734,-0.8022461,0.68725586
114,4.52,0.12225342,-0.80218506,0.6878662
115,4.56,0.16931152,-0.7873535,0.71698
116,4.6,0.18463135,-0.7784424,0.7116699
117,4.64,0.159729,-0.7977295,0.71661377
118,4.68,0.18817139,-0.7869873,0.7191162
119,4.72,0.17297363,-0.7850952,0.7149048
120,4.7599998,0.12963867,-0.7630005,0.70269775
121,4.7999997,0.117126465,-0.7814331,0.6949463
122,4.8399997,0.15618896,-0.74731445,0.7344971
123,4.88,0.08660889,-0.789917,0.7015381
124,4.92,0.052246094,-0.75213623,0.63708496
125,4.96,0.05218506,-0.67352295,0.5509033
126,5,0.007446289,-0.62872314,0.5864868
127,0,0.31518555,0.42248535,0.85028076
128,0.04,0.30352783,0.43292236,0.8694458
129,0.08,0.3734131,0.36743164,0.90338135
130,0.12,0.3796997,0.42700195,0.8911133
131,0.16,0.32470703,0.45837402,0.866272
132,0.19999999,0.32391357,0.3753662,0.8966675
133,0.24,0.4102173,0.4675293,1.0848389
134,0.28,0.5819702,0.1920166,1.0358887
135,0.32,0.6847534,0.23706055,1.0710449
136,0.35999998,0.63012695,0.25946045,0.9992676
