1,0,0.31518555,0.42248535,0.85028076
2,0.04,0.30352783,0.43292236,0.8694458
3,0.08,0.3734131,0.36743164,0.90338135
4,0.12,0.3796997,0.42700195,0.8911133
5,0.16,0.32470703,0.45837402,0.866272
6,0.19999999,0.32391357,0.3753662,0.8966675
7,0.24,0.4102173,0.4675293,1.0848389
8,0.28,0.5819702,0.1920166,1.0358887
9,0.32,0.6847534,0.23706055,1.0710449
10,0.35999998,0.63012695,0.25946045,0.9992676
11,0.39999998,0.63616943,0.26757813,0.9822998
12,0.44,0.59698486,0.2456665,0.99328613
13,0.48,0.5164795,0.21588135,0.97735596
14,0.52,0.6121216,0.17773438,0.986084
15,0.56,0.5397339,0.168396,0.8812866
16,0.59999996,0.5881958,0.07824707,0.93444824
17,0.64,0.4822998,-0.08758545,0.88861084
18,0.68,0.5258789,-0.13482666,0.8778076
19,0.71999997,0.5042114,-0.17883301,0.82891846
20,0.76,0.35351563,-0.2730713,0.75146484
21,0.79999995,0.3548584,-0.27069092,0.74731445
22,0.84,0.13964844,-0.34362793,0.6881714
23,0.88,0.25958252,-0.39916992,0.73687744
24,0.91999996,-0.2979126,-0.42248535,0.59924316
25,0.96,-0.4078369,-0.43969727,0.6370239
26,1,-0.51190186,-0.49066162,0.706604
27,1.04,-0.5579834,-0.38916016,0.6251221
28,1.0799999,-0.3069458,-0.54559326,0.74835205
29,1.12,-0.36853027,-0.5615845,0.7873535
30,1.16,-0.3668213,-0.517334,0.79125977
31,1.1999999,-0.28570557,-0.56707764,0.8317261
32,1.24,-0.30267334,-0.5671997,0.82922363
33,1.28,-0.28863525,-0.54467773,0.8373413
34,1.3199999,-0.36016846,-0.5911865,0.772583
35,1.36,-0.39642334,-0.5161133,0.6647339
36,1.4,-0.2234497,-0.61816406,0.7313843
37,1.4399999,-0.076171875,-0.60736084,0.7276001
38,1.48,-0.07739258,-0.58135986,0.7184448
39,1.52,0.04309082,-0.524353,0.7133179
40,1.56,0.34069824,-0.53149414,0.7701416
41,1.5999999,0.17565918,-0.47161865,0.7053833
42,1.64,0.36224365,-0.39569092,0.66729736
43,1.68,0.50372314,-0.40649414,0.6935425
44,1.7199999,0.49676514,-0.32073975,0.5941162
45,1.76,0.6480713,-0.29223633,0.3734131
46,1.8,0.9053955,-0.28100586,0.6829834
47,1.8399999,0.66223145,-0.14239502,0.33465576
48,1.88,0.99212646,-0.10180664,0.61517334
49,1.92,0.7993164,-0.0758667,0.625
50,1.9599999,0.7460327,0.095214844,0.73132324
51,2,0.5635376,0.37017822,0.8982544
52,2.04,0.53479004,0.5322876,0.8621216
53,2.08,1.7319946,0.8220215,1.999939
54,2.12,-0.01184082,-0.14105225,0.042541504
55,2.1599998,0.1795044,0.30670166,0.7719116
56,2.2,0.49871826,0.39154053,1.2235107
57,2.24,0.29327393,0.3184204,0.68322754
58,2.28,0.33843994,0.45983887,0.8689575
59,2.32,0.33898926,0.43200684,0.8649292
60,2.36,0.39294434,0.46466064,0.8407593
61,2.3999999,0.34625244,0.38641357,0.8557129
62,2.44,0.38989258,0.35821533,0.848938
63,2.48,0.42144775,0.36083984,0.85162354
64,2.52,0.39141846,0.36450195,0.8626709
65,2.56,0.37426758,0.35656738,0.85717773
66,2.6,0.39227295,0.34423828,0.8572998
67,2.6399999,0.41064453,0.33087158,0.8634033
68,2.6799998,0.40246582,0.32989502,0.85375977
69,2.72,0.39709473,0.32922363,0.8595581
70,2.76,0.4050293,0.32440186,0.86376953
71,2.8,0.39782715,0.3163452,0.8557129
72,2.84,0.4208374,0.33447266,0.8937988
73,2.8799999,0.3572998,0.27624512,0.9155884
74,2.9199998,0.50286865,0.4588623,1.1318359
75,2.96,0.440979,-0.068725586,1.1871948
76,3,0.67437744,0.21282959,1.2045288
77,3.04,0.74053955,0.049865723,0.8996582
78,3.08,0.80371094,0.137146,0.84002686
79,3.12,0.7520752,-0.020141602,0.87615967
80,3.1599998,0.63165283,-0.019592285,0.8678589
81,3.1999998,0.5869751,-0.07244873,0.8466797
82,3.24,0.56396484,-0.13739014,0.819458
83,3.28,0.529541,-0.23028564,0.803772
84,3.32,0.50909424,-0.29833984,0.7960205
85,3.36,0.4790039,-0.4024048,0.7605591
86,3.3999999,0.52770996,-0.41967773,0.7600708
